11								;Size
3,3,3,1,4,2,6,2,1,6,2			;ColumnLimits
6,3,0,3,3,4,3,3,1,2,5			;RowLimits
5,5,4,4,3,3,3,2,2,1,1			;Empty = 1, Blocked = 2, Dot = 4, Up = 12, Down = 20, Left = 36, Right = 68, Vertical = 28, Horizontal = 100
001,001,001,068,001,001,001,001,001,001,001
001,001,001,001,001,001,001,001,001,001,001
001,001,001,001,001,001,001,001,001,001,001
001,001,001,001,002,001,001,001,001,001,001
001,001,001,001,001,001,001,001,001,001,001
001,001,001,001,001,001,001,002,001,001,001
001,001,001,001,001,001,001,001,001,001,001
001,001,001,001,001,001,001,001,001,001,001
001,001,001,001,001,001,001,001,001,001,001
001,001,001,001,001,001,001,001,001,001,001
001,001,012,001,001,068,001,001,001,001,002

