11								;Size
5,1,2,3,4,2,4,0,6,1,5			;ColumnLimits
5,0,1,7,1,1,6,4,4,2,2			;RowLimits
5,5,4,4,3,3,3,2,2,1,1			;Empty = 1, Blocked = 2, Dot = 4, Up = 12, Down = 20, Left = 36, Right = 68, Vertical = 28, Horizontal = 100
001,001,001,001,100,001,001,001,001,001,001
001,001,001,001,001,001,001,001,001,001,001
001,001,001,002,001,001,001,001,001,002,001
001,001,001,001,001,100,001,001,001,001,001
001,001,002,001,001,001,001,001,001,001,001
001,001,001,001,001,001,001,001,001,001,001
001,001,001,001,001,001,001,001,001,001,001
001,001,001,001,001,001,001,001,028,001,001
001,001,001,001,001,001,001,001,001,001,001
001,001,001,002,001,001,001,001,001,001,001
001,002,001,001,001,001,001,001,001,001,001
